member_id,age,gender,balance,health_status,consumption_level
901,65,M,140000,good,modest
902,70,F,319000,good,modest
903,65,F,190000,poor,modest
904,65,M,419000,good,comfortable
905,67,F,148000,good,comfortable
906,65,F,101000,good,comfortable
907,65,M,661000,fair,comfortable
908,68,F,249000,fair,comfortable
909,68,F,222000,good,comfortable
910,66,F,32000,good,modest
911,67,F,83000,good,comfortable
912,65,F,876000,fair,modest
913,66,M,113000,fair,modest
914,65,M,54000,good,modest
915,66,F,348000,fair,modest
916,67,F,147000,fair,comfortable
917,67,M,157000,good,modest
918,70,F,201000,poor,modest
919,65,F,349000,fair,modest
920,66,M,75000,good,modest
921,65,M,371000,poor,modest
922,66,F,47000,good,comfortable
923,69,M,59000,fair,comfortable
924,66,F,278000,good,comfortable
925,66,F,288000,fair,modest
926,66,F,496000,good,modest
927,66,M,36000,good,comfortable
928,66,F,143000,fair,comfortable
929,68,F,118000,good,modest
930,66,M,346000,good,comfortable
931,67,M,430000,poor,comfortable
932,68,M,160000,fair,modest
933,65,F,25000,good,modest
934,68,F,62000,good,comfortable
935,65,M,271000,good,modest
936,68,F,131000,good,comfortable
937,65,F,67000,fair,comfortable
938,69,F,652000,good,comfortable
939,67,F,118000,fair,modest
940,68,M,253000,poor,comfortable
941,69,F,92000,fair,modest
942,66,M,348000,good,modest
943,70,F,131000,fair,modest
944,70,F,89000,fair,comfortable
945,70,M,93000,fair,modest
946,67,M,1065000,poor,comfortable
947,65,M,232000,poor,modest
948,65,M,27000,good,comfortable
949,65,F,298000,good,comfortable
950,67,M,175000,fair,comfortable
951,66,M,84000,fair,comfortable
952,68,M,395000,good,comfortable
953,68,M,190000,good,comfortable
954,68,M,76000,fair,modest
955,65,F,361000,fair,comfortable
956,67,M,413000,good,comfortable
957,67,F,65000,good,comfortable
958,69,M,1879000,poor,modest
959,65,M,155000,good,modest
960,70,F,40000,good,comfortable
961,67,F,286000,good,modest
962,67,M,337000,good,modest
963,65,F,1188000,good,comfortable
964,65,F,62000,fair,comfortable
965,67,M,344000,good,modest
966,65,F,283000,good,modest
967,66,M,156000,poor,comfortable
968,65,M,224000,poor,modest
969,67,F,77000,good,modest
970,68,M,444000,good,modest
971,66,M,731000,good,modest
972,65,F,40000,good,comfortable
973,65,M,92000,good,modest
974,69,M,426000,good,comfortable
975,69,F,210000,poor,modest
976,66,M,2651000,good,comfortable
977,66,M,392000,good,comfortable
978,66,M,71000,fair,comfortable
979,65,M,151000,good,comfortable
980,66,F,298000,fair,modest
981,67,M,61000,good,comfortable
982,67,F,25000,fair,modest
983,69,F,137000,good,comfortable
984,67,M,170000,good,modest
985,65,F,215000,good,comfortable
986,65,M,68000,good,modest
987,69,F,482000,good,modest
988,65,F,49000,good,comfortable
989,65,M,133000,good,modest
990,65,M,87000,good,comfortable
991,67,F,120000,fair,modest
992,69,M,110000,fair,comfortable
993,65,M,217000,good,modest
994,67,F,207000,fair,comfortable
995,67,F,250000,good,modest
996,65,F,314000,fair,comfortable
997,67,F,269000,good,modest
998,65,F,79000,fair,comfortable
999,69,F,178000,fair,comfortable
1000,65,F,315000,poor,comfortable
